text,cleaned_text,label,split,post_id
brexit kick out sandnigger child rapists,brexit kick sandnigger child rapist,African,train,27542487_gab
what do you get when you cross a black and a mexican someone who to lazy to steal hear about the retarded gang member he d tag chain link fences with graffiti,get cross black mexican someone lazy steal hear retarded gang member tag chain link fence graffiti,African,train,14335849_gab
attention white south africans do not become part of the worlds hidden history of white extermination as the whites of angola rhodesia algeria mozambique did current western governments hate whites they engage in whiteminoritization anti white propaganda on a daily basis stay strong,attention white south african become part world hidden history white extermination white angola rhodesia algeria mozambique current western government hate white engage whiteminoritization anti white propaganda daily basis stay strong,African,train,7043965_gab
i think you have missed the point it far funnier to simply agree with people when their only argument is that my name is a kike name or that i am obviously a faggot they never respond to my name irl being alfred rosenberg though,think missed point far funnier simply agree people argument name kike name obviously faggot never respond name irl alfred rosenberg though,General,train,22102612_gab
he blinks slowly before sliding to the other end of the bench and going back to his brooding the fuck your problem anyway loaded question i do not have time to answer fine fuck you too,blink slowly sliding end bench going back brooding fuck problem anyway loaded question time answer fine fuck,General,train,1178916504215183360_twitter
<user> this ugly kike cunt keeps showing up on my timeline,user ugly kike cunt keep showing timeline,General,train,23615794_gab
because you are not a nog or a kike,nog kike,General,train,20780384_gab
the weirdest moment in house of <number> corpses is when the old rob zombie ass redneck grandpa name drops jimmy olsen aka the superman character no one cares about,weirdest moment house number corps old rob zombie as redneck grandpa name drop jimmy olsen aka superman character one care,General,train,1179100967981244418_twitter
let us not forget coke ceo is a mudslime and the pepsi one slandered trump have not purchased the products since,let forget coke ceo mudslime pepsi one slandered trump purchased product since,General,train,4882319_gab
good morning nazi faggot what happened last night party night hope your buddy used a condom <user> not really lol,good morning nazi faggot happened last night party night hope buddy used condom user really lol,General,train,27998892_gab
according to democrats <number> person can ruin the 2 nd amendment but there nothing an illegal immigrant can do to ruin illegal immigration,according democrat number person ruin amendment nothing illegal immigrant ruin illegal immigration,General,train,27842133_gab
it funny how those coons drop straight to the ground if you punch em in just the right place,funny coon drop straight ground punch right place,General,train,20710599_gab
not long ago giving children dreadful made up trashy misspelled firstnames was strictly a black thing e g antwoine shaquonda monikwa ta queesha daetrell ad nauseam now stupid white women are into it too i am seeing white kids given comical names like alecksus kaylleigh kaitlun,long ago giving child dreadful made trashy misspelled firstnames strictly black thing antwoine shaquonda monikwa queesha daetrell nauseam stupid white woman seeing white kid given comical name like alecksus kaylleigh kaitlun,African,train,10339935_gab
<user> ‍ you can not get enough nigger cock can you,user get enough nigger cock,African,train,27199316_gab
well well well if my favorite mud shark of all time is not getting hung up by the sand nigger lovers god save this world really,well well well favorite mud shark time getting hung sand nigger lover god save world really,African,train,21538779_gab
blacks and even muzzies can join but keep their shit at home soon as they pray in the street gotta be liquidated we got better tech now can build massive biodigesters,black even muzzies join keep shit home soon pray street gotta liquidated got better tech build massive biodigesters,African,train,11769802_gab
that a fair point junkies are self medicating i offer support during your rehabilitation mudsharks are nigger by injection and get the bullet,fair point junky self medicating offer support rehabilitation mudsharks nigger injection get bullet,African,train,24015059_gab
make terroristic threats against white cops on facebook meh no big deal just apologize the definition of blackprivilege,make terroristic threat white cop facebook meh big deal apologize definition blackprivilege,African,train,22046510_gab
liberal progress was bringing down a white democracy that provided safety and protection for all citizens using boycotts they caused mandella to be leader of south africa communist and terrorist today a is rape capital on earth woman raped every <number> min a liberal success story,liberal progress bringing white democracy provided safety protection citizen using boycott caused mandella leader south africa communist terrorist today rape capital earth woman raped every number min liberal success story,Muslim/Arab,train,17428294_gab
oh god <user> ‍ is still posting hey faggot stop saying we are kike shills dividing your imaginary movement your precious ricky vaughn has been attacking white people and white nationalists for months now you are openly doing it as well,god user still posting hey faggot stop saying kike shill dividing imaginary movement precious ricky vaughn attacking white people white nationalist month openly well,White,train,23337099_gab
so when are you and cyph going to move to africa to make beautiful black babies what oh you need the white man to provide the first world life style blacks are incapable of providing you want to live among whites but hate them at the same time hm,cyph going move africa make beautiful black baby need white man provide first world life style black incapable providing want live among white hate time,African,train,14575863_gab
<user> that ching chong nigga sound good with that gdjskscwdiswigshsbgdvce,user ching chong nigga sound good gdjskscwdiswigshsbgdvce,African,train,1081649370527862785_twitter
the new si swimsuit edition has a monkey negress on the cover,new swimsuit edition monkey negress cover,General,train,20199443_gab
enjoy being a childless nigger fucker,enjoy childless nigger fucker,African,train,18119321_gab
because we bucked natural selection and currency manipulators have ravaged the world yes the weaker of every people die off i will take fighting gender queers and 1 4 century folk over crossing the atlantic and fighting indians and shit,bucked natural selection currency manipulator ravaged world yes weaker every people die take fighting gender queer century folk crossing atlantic fighting indian shit,General,train,8210379_gab
where is the bag of money nigger where is the bag of money,bag money nigger bag money,African,train,1110023098869399553_twitter
<user> if you are then i am too she is a hood rat trailer trash person anyone who thinks she is not is also a hood rat trailer trash person michelle is no racist,user hood rat trailer trash person anyone think also hood rat trailer trash person michelle racist,General,train,1178744957915586565_twitter
i will make this as politically correct as i possibly can kill all the sand niggers until there not a single one left and you will solve half your problem overnight kill all socialists to solve the other half,make politically correct possibly kill sand nigger single one left solve half problem overnight kill socialist solve half,African,train,10188209_gab
have you ever thought about writing a book <user> a humor filled peice on propaganda and white advocay is sure to make the nyt best sellers list,ever thought writing book user humor filled peice propaganda white advocay sure make nyt best seller list,White,train,17584884_gab
who gives a fuck about the sand nigger palestinians if they wanted peace there would be peace if isreal wanted war the palestinians would be dead wake the fuck up berry,give fuck sand nigger palestinian wanted peace would peace isreal wanted war palestinian would dead wake fuck berry,African,train,25856411_gab
he posts good stuff but i am just not into fashier than thou bs when we need all hands on deck 8 pol goes off on trs is a kike honeypot bs too it not helpful,post good stuff fashier thou need hand deck pol go trs kike honeypot helpful,General,train,14281811_gab
you know the type greedy hook nose kike would send a country into famine if the shekels were right,know type greedy hook nose kike would send country famine shekel right,General,train,23810387_gab
i just watched the ghettoest snapchat in my entire life,watched ghettoest snapchat entire life,General,train,1274939059496816640_twitter
the iq map shows the average iq in cuba is about <number> so at best idiot bot trudeau has an iq of maybe <number> only slightly mildly retarded it shows in his statements actions,map show average cuba number best idiot bot trudeau maybe number slightly mildly retarded show statement action,General,train,19711039_gab
gas all niggers jews the world over presto most if not all racism ends,gas nigger jew world presto racism end,Jewish,train,9844016_gab
<user> if you hate nazis visit a concentration camp,user hate nazi visit concentration camp,General,train,1168866646460719105_twitter
no doubt about it islam is to blame every time some murdering muzrat claims he or she did it for some group it is to deflect the blame from the real culprit islam piss be upon it,doubt islam blame every time murdering muzrat claim group deflect blame real culprit islam piss upon,General,train,9237044_gab
the jews lie that today muddy faggoty murca was what the founders had in mind an anything goes lunatic asylum where individual license is the only thing that sacred nothing could be further from the truth we live in a kike creation,jew lie today muddy faggoty murca founder mind anything go lunatic asylum individual license thing sacred nothing could truth live kike creation,Jewish,train,2642013_gab
fat inbred room temperature iq nigger bitches should not be able to vote in british elections not only should british shitlords be able to vote i as a british american with <percent> british ancestry <number> miles away should have more of a right to vote in british elections than niggers,fat inbred room temperature nigger bitch able vote british election british shitlords able vote british american percent british ancestry number mile away right vote british election nigger,African,train,12307022_gab
nope negro the jews main sponsored group her negro comrades would not have to turn in their assault rifles because they did not get them legally in the first place,nope negro jew main sponsored group negro comrade would turn assault rifle get legally first place,Jewish,train,22962233_gab
no it because you are a worthless corrupt racist delusional and dumb as a retarded somalian bitch that why,worthless corrupt racist delusional dumb retarded somalian bitch,General,train,16970442_gab
<percent> of the average population are being exploited right now by facebook despite knowing kike zuckerturd designed fb to exploit the human brain and still use it despite we were exponentially smarter back then,percent average population exploited right facebook despite knowing kike zuckerturd designed exploit human brain still use despite exponentially smarter back,General,train,19565361_gab
note how quickly the left wing hate media site nbc goes to bashing white people and citing far left hate group splc in reaction to an armenian act of violence,note quickly left wing hate medium site nbc go bashing white people citing far left hate group splc reaction armenian act violence,White,train,24497257_gab
uhm niggers will always have ghettos check out africa the dankest ghetto in the world,uhm nigger always ghetto check africa dankest ghetto world,African,train,24295701_gab
blacks are totally sadistic animals who will happily kill you in the most horrible ways like the murder of mudshark jessica chambers below notice how often blacks are busted for torturing and killing little animals like dogs and cats i effin hate these ugly black bastards,black totally sadistic animal happily kill horrible way like murder mudshark jessica chamber notice often black busted torturing killing little animal like dog cat effin hate ugly black bastard,African,train,15878969_gab
wow so no more paintings of police as murderous pigs by untalented minorities no more gay porn touted as art i am good with that,wow painting police murderous pig untalented minority gay porn touted art good,General,train,10913856_gab
<user> lol fuck you to nigga,user lol fuck nigga,African,train,1179048017887936515_twitter
one of the stupidest things a plug can do is skimp a nigga that knows where he lives ima knock you off every time,one stupidest thing plug skimp nigga know life ima knock every time,African,train,1162399855945367553_twitter
so a white puerto rican alaskan muslim vet goes into a bar,white puerto rican alaskan muslim vet go bar,Muslim/Arab,train,3734863_gab
unfortunately during the <number> years he still has not grown a brain but still sucks saudi moslem cock,unfortunately number year still grown brain still suck saudi moslem cock,General,train,13640015_gab
nick fuentes confirmed spic neocon,nick fuentes confirmed spic neocon,Hispanic,train,23826033_gab
every year my skin gets darker and darker till i look just like a nigga,every year skin get darker darker till look like nigga,African,train,1178789610320740352_twitter
<user> the difference is the fat nazi screaming propaganda and vitamins,user difference fat nazi screaming propaganda vitamin,General,train,1125022374586400768_twitter
bolshie louise publicly cuckolds her kike husband for a faggot libertarian cia operative who lost a presidential bid whadda girl,bolshie louise publicly cuckold kike husband faggot libertarian cia operative lost presidential bid whadda girl,General,train,11884112_gab
i have found several articles suggesting both are linked to the muslim brotherhood why are these women not under investigation why is not obama administration under investigation for employing our enemies in our government,found several article suggesting linked muslim brotherhood woman investigation obama administration investigation employing enemy government,Muslim/Arab,train,26564590_gab
jews are disgusting subhuman animals the world would be so much better if every jew died tomorrow words can not describe how much i hate the rat faced kike vermin,jew disgusting subhuman animal world would much better every jew died tomorrow word describe much hate rat faced kike vermin,Jewish,train,20766525_gab
they mostly help niglets with cancer so fuck em mr taylor does more to help white kids than anyone else ive seen 😎,mostly help niglets cancer fuck taylor help white kid anyone else ive seen,White,train,14263294_gab
regrets the more i think about it these ignorant morons should be on both knees thanking god someone rescued them from the ghetto they crawled out of or many would be dead or in jail right now,regret think ignorant moron knee thanking god someone rescued ghetto crawled many would dead jail right,General,train,12605314_gab
q why does hasbara jdif send their flunkies here a because they send their best decepitcons to sites where kike lies still work,hasbara jdif send flunky send best decepitcons site kike lie still work,General,train,18046807_gab
i literally told them to walk their ass around the court like why tf you trying to walk in the middle of the court just to leave the gym then the white bitch had the nerves to keep looking at me like she had a problem,literally told walk as around court like trying walk middle court leave gym white bitch nerve keep looking like problem,White,train,1179005517806686208_twitter
i bet this negroid is in ghetto hell wishing he was alive to see all the publicity he finally getting now that he dead goodriddancefool,bet negroid ghetto hell wishing alive see publicity finally getting dead goodriddancefool,African,train,27845571_gab
for every negress encountered in public the noise decibel levels go up <number> <percent> i encountered a pack of <number> earlier,every negress encountered public noise decibel level number percent encountered pack number earlier,General,train,9474938_gab
run away pussy didnt think id call you out on your bullshit eh fucking gay ass red trash,run away pussy didnt think call bullshit fucking gay as red trash,General,train,24193372_gab
that nigga ice give new york niggas a bad rep,nigga ice give new york nigga bad rep,African,train,1162817977726750721_twitter
i gotta stop blaming myself for the shitty things that people do to me some people are just born and raised hot steaming piles of white trash,gotta stop blaming shitty thing people people born raised hot steaming pile white trash,White,train,1178899973691232257_twitter
in addition to banning the burka the need to ban the sand niggers that wear them,addition banning burka need ban sand nigger wear,African,train,26792866_gab
burn all the gays burn all non whites i am living for giving these niggers their due im burnin im burnin im burnin a jew hitlerwasright,burn gay burn non white living giving nigger due burnin burnin burnin jew hitlerwasright,Jewish,train,27535667_gab
which is the team that has a nigger on it i am rooting for everybody except them,team nigger rooting everybody except,African,train,24751540_gab
translation how can you tell that a muslim is lying to you,translation tell muslim lying,Muslim/Arab,train,24304860_gab
how many in percentage form jews niggers mexicans muzzies or dot heads vote for less government intrusion and less government services,many percentage form jew nigger mexican muzzies dot head vote less government intrusion less government service,Jewish,train,17397697_gab
a negress shoplifter crams a bottle of brandy up her vagina while her son watches,negress shoplifter crams bottle brandy vagina son watch,General,train,8386960_gab
consider the sorry state of ca we have a commie government middle class ppl r leaving and eventually the imported dreamers will try to burn the state down for instance a wetback illegal has just been appointed to a government position,consider sorry state commie government middle class ppl leaving eventually imported dreamer try burn state instance wetback illegal appointed government position,General,train,21747087_gab
and by islamic reform i mean nuking every moslem city on the planet,islamic reform mean nuking every moslem city planet,Muslim/Arab,train,8532777_gab
lmao full retard once trump does <number> small limited thing you do not like because you are a fucking dumb monkey that does not understand why he did it,lmao full retard trump number small limited thing like fucking dumb monkey understand,General,train,6841335_gab
<user> thank you for supporting hk standwithhk 9 2 9 globalantichinazimarch,user thank supporting standwithhk globalantichinazimarch,General,train,1177795698890166272_twitter
<user> <user> cause hong kong police can ’ t afford a porsche chinazi 手足互科,user user cause hong kong police afford porsche chinazi 手足互科,General,train,1190563114153984000_twitter
hm yea ask that nigger kaepernicks about his white upbringing and the love theory a nigger is a nigger that it stop justifying white guilt,yea ask nigger kaepernicks white upbringing love theory nigger nigger stop justifying white guilt,African,train,5415934_gab
smack lips aww sheeiit im a gorilla happy coon day,smack lip aww sheeiit gorilla happy coon day,General,train,17972729_gab
dear america for my friends everything for my enemies the law sincerely sanctuary cities blm antifa city of berkeley illegal immigrants sjws hollywood celebs the swamp leftists rinos democrats obama hillary facebook twitter apple google,dear america friend everything enemy law sincerely sanctuary city blm antifa city berkeley illegal immigrant sjws hollywood celebs swamp leftist rinos democrat obama hillary facebook twitter apple google,General,train,12297748_gab
also your asian are you chinese by any chance here is mao and his kike rat puppet handlers you should be disgusted with the vermin too who are responsible for the deaths of millions of asians,also asian chinese chance mao kike rat puppet handler disgusted vermin responsible death million asian,Asian,train,16997676_gab
the chimp virgin nigger can not spell australian so he has to ebonics text oz instead,chimp virgin nigger spell australian ebonics text instead,African,train,26107989_gab
didnt cross my mind you most likely correct <number> as usually when its come to zhids and their behavior,didnt cross mind likely correct number usually come zhids behavior,General,train,25176418_gab
now that nigger mooch can not spend taxpayer $$ to fly her fat ass around the world along with her mother nigger mooch senior she does not seem to go anywhere imagine that,nigger mooch spend taxpayer fly fat as around world along mother nigger mooch senior seem anywhere imagine,African,train,15788483_gab
camel raping sandniggers lazy dumb niggers and dirty tacobending beaners inspire me,camel raping sandniggers lazy dumb nigger dirty tacobending beaner inspire,African,train,13938153_gab
<user> <user> 🤔 good luck with that considering its not your place to tell us what to do with our country or our money why bother with education because once you camel jockey have it your way they will not need it human right we will wake them up before you 😘,user user good luck considering place tell country money bother education camel jockey way need human right wake,General,train,1178752718577569795_twitter
why do you think the nigger loving kardashians got so famous i am sure no white girls got the idea of fucking mud monkeys was kewl,think nigger loving kardashians got famous sure white girl got idea fucking mud monkey kewl,African,train,16826380_gab
i probably should have put nsfw on that also not safe for home actually not safe for normal white people how a sheboon manages to lose all her clothes during a fight is a mystery that i am not going to watch again to solve <happy>,probably put nsfw also safe home actually safe normal white people sheboon manages lose clothes fight mystery going watch solve happy,White,train,15837704_gab
she a nigger vote no regardless of the lies your fed she a fucking nigger,nigger vote regardless lie fed fucking nigger,African,train,17600331_gab
shit like this is what leads to civil war cuomo and his pedo son along with the rest of the muzzie lovers need to wake the fuck up,shit like lead civil war cuomo pedo son along rest muzzie lover need wake fuck,General,train,15982304_gab
if anyone looks at them yes by the way that was a backpedal originally quote was suppressed revealing that the intent is to crush replies down into an easily ignored ghetto under the big brand posts,anyone look yes way backpedal originally quote suppressed revealing intent crush reply easily ignored ghetto big brand post,General,train,27300415_gab
black friends go do some more drugs with your nigger buddies you brain dead degenerate,black friend drug nigger buddy brain dead degenerate,African,train,16575396_gab
kc missouri is the place to go on vacation one does not have to contend with ghetto trash what a relief,missouri place vacation one contend ghetto trash relief,General,train,10313978_gab
<user> these countries will not reveal their methods and capabilities for trump although no doubt the australian pm would be tempted they loathe his shiny white ass but they know he will be gone soon enough with or without their help,user country reveal method capability trump although doubt australian would tempted loathe shiny white as know gone soon enough without help,White,train,1178870724573978625_twitter
hey internet coward show your face hypocrite faggot the reason you can not have nice things is because when your mouth is not full of nigger dick your ass is,hey internet coward show face hypocrite faggot reason nice thing mouth full nigger dick as,African,train,11546421_gab
edgy white negro who still listen to xxretardion in <number>,edgy white negro still listen xxretardion number,African,train,23187942_gab
starting a new day from midnight is retarded and jewish,starting new day midnight retarded jewish,Jewish,train,24465646_gab
<user> you all niggers ain t never getting it,user nigger never getting,African,train,1178776961461686274_twitter
oafqueefers really are just boomer antifa they certainly parrot every dumb anti white meme of antifa whites are one of the least inbred races of them all as opposed to the niggers and arabs antifa and oafqueefers are fine with flooding america,oafqueefers really boomer antifa certainly parrot every dumb anti white meme antifa white one least inbred race opposed nigger arab antifa oafqueefers fine flooding america,Muslim/Arab,train,17715374_gab
omg look how cute kim kartrashian new niglet is ❤️ 😍 ❤️ its name is baby chi that nigger for chicago isnt it just totes adorbs 🐒,omg look cute kim kartrashian new niglet name baby chi nigger chicago isnt tote adorbs,African,train,26728897_gab
yes bpd borderline personality disorder mothers destroy their sons paul is very much a leftist he does not accept the different roles of men and women and there it is a white man dares to argue with a white woman and she ready to be bred by blacks and arabs fantastic,yes bpd borderline personality disorder mother destroy son paul much leftist accept different role men woman white man dare argue white woman ready bred black arab fantastic,Muslim/Arab,train,7507997_gab
since isis has more credibility than the fbi and they claimed this massacre <number> times i tend to believe it was another muzrat terrorist attack,since isi credibility fbi claimed massacre number time tend believe another muzrat terrorist attack,Muslim/Arab,train,27552169_gab
i wish they would abandon her in the ghetto in middle of the night,wish would abandon ghetto middle night,General,train,22959277_gab
for sure most deaths occured when leadership of camps transferred from german to uk i have not even found <number> infant mortality record from all the jewess women giving birth at the camps there is one camp the allies actually bombed and killed <number> of thousands directly,sure death occured leadership camp transferred german even found number infant mortality record jewess woman giving birth camp one camp ally actually bombed killed number thousand directly,Jewish,train,12833388_gab
lol this dumb bitch is apologizing cuz she said nigga while doing some nigger rap song <number> years ago 😹 hey bitch how about just not doing rap since that scary word is in pretty much all nigger rap,lol dumb bitch apologizing cuz said nigga nigger rap song number year ago hey bitch rap since scary word pretty much nigger rap,African,train,17433914_gab
here we have a my fellow whites and the kike cries out in pain <number> for 2 fer lol the persecution of the jews will always remain one of life greatest mysterious,fellow white kike cry pain number fer lol persecution jew always remain one life greatest mysterious,Jewish,train,27546625_gab
<user> <user> niggas ain t want support boobie now them white folks bout to bring all them stores around here build mansion off us,user user nigga want support boobie white folk bout bring store around build mansion,African,train,1178794848054398977_twitter
hijabs and burkas are to hide scars from abuse and acid burns to women from men who think they own them if you wear them or are ok with women wearing them you have to admit you are ok with abusing women,hijab burka hide scar abuse acid burn woman men think wear woman wearing admit abusing woman,General,train,2168917_gab
forever lean stripper pole bitch this nigger purple sprite,forever lean stripper pole bitch nigger purple sprite,African,train,1177321521133625345_twitter
you have gotta be kidding me ranting muzzies can get their own island a prison island off the coast of papua new guinea,gotta kidding ranting muzzies get island prison island coast papua new guinea,General,train,8632276_gab
<user> it sounds just like justice mixed with white tears,user sound like justice mixed white tear,White,train,1179084386387533824_twitter
president trump invited blm and black caucus to the white house to discuss funding poor democratic inner city ghetto black children schools trade schools rebuilding neighborhoods safer neighborhoods blm and black caucus said no we will not go to white house said we do not care about poor ghetto blacks,president trump invited blm black caucus white house discus funding poor democratic inner city ghetto black child school trade school rebuilding neighborhood safer neighborhood blm black caucus said white house said care poor ghetto black,African,train,15428265_gab
rap has been died for a very long time truthfully must money is generated thru ads because all they have is generic ass ghetto kids that steal,rap died long time truthfully must money generated thru ad generic as ghetto kid steal,General,train,11355242_gab
if the kike population equalled the white one the number of jew assaulters would be <number> jews to <number> white ones,kike population equalled white one number jew assaulter would number jew number white one,Jewish,train,15579832_gab
people say they want a country for whites like israel i say move to poland or any other very white nations just like jews moved from their homes to israel or america that is what is consistent logic wise,people say want country white like israel say move poland white nation like jew moved home israel america consistent logic wise,Jewish,train,17065323_gab
we tried to tell them to throw out the beaners too but they just will not listen,tried tell throw beaner listen,General,train,19855213_gab
a gook rug muncher aussie mp breaks down when faggotry is given the green light like i always say welcome to babylon goyim,gook rug muncher aussie break faggotry given green light like always say welcome babylon goy,General,train,14615118_gab
fat niggas with dreads be looking like big ass dykes,fat nigga dread looking like big as dyke,African,train,1178762932198481922_twitter
not exactly an anti pitbull goy but chimping out and calling someone a kike over it is fucking retarded wignats are fragile and emotional spergs,exactly anti pitbull goy chimping calling someone kike fucking retarded wignats fragile emotional spergs,General,train,17083445_gab
idk how to feel abt ed twts odd obsession with asians,idk feel abt twts odd obsession asian,Asian,train,1274439627043037184_twitter
<money> says the kid was a beaner and another <money> says the driver was a beaner too,money say kid beaner another money say driver beaner,General,train,24289781_gab
ha ha ha reminds me of the hate mail from calgary being sent to synagogues of satan this kike commie double speak and double think p*sses <censored> me off,reminds hate mail calgary sent synagogue satan kike commie double speak double think psses censored,General,train,16722976_gab
the mudslime needs to be deported back in a coffin,mudslime need deported back coffin,General,train,6098659_gab
dude just tried to square up bc we dont have native american costumes man get yo white ass outta here,dude tried square dont native american costume man get white as outta,White,train,1178763617606479872_twitter
<user> this is the guy i was meant to be arguing with his bio says he is a spic troll but press him on it and he isnt a spic i just got mixed up,user guy meant arguing bio say spic troll press isnt spic got mixed,Hispanic,train,26702040_gab
no one cares kike,one care kike,General,train,18350822_gab
someone up there in looney toons san fran do america a favor kill that fucking wetback murderer thanks,someone looney toon san fran america favor kill fucking wetback murderer thanks,General,train,21805681_gab
if joe kennedy had a serious political future it was killed by him having nigger cum right by his mouth,joe kennedy serious political future killed nigger cum right mouth,African,train,18978647_gab
i hate when the negative attitudes of ragheads toward kikes faggots are used as an excuse by white advocates of border enforcement to lamely try to gain the support those bastards,hate negative attitude ragheads toward kike faggot used excuse white advocate border enforcement lamely try gain support bastard,White,train,4009897_gab
danish pm giving us the gift of infinity niggers and arabs,danish giving gift infinity nigger arab,Muslim/Arab,train,13328036_gab
black history month on <date> african american oj simpson brutally murdered mudshark nicole simpson and jew ronald goldman a black jury acquitted him and black america rejoiced,black history month date african american simpson brutally murdered mudshark nicole simpson jew ronald goldman black jury acquitted black america rejoiced,African,train,19708776_gab
<user> <user> in islam blacks are sub human only good for slaves,user user islam black sub human good slave,African,train,1106126837908856832_twitter
<user> bro you was telling me that you want a white women to tie you up and call you nigger 🤕,user bro telling want white woman tie call nigger,African,train,1178423738213289984_twitter
dna tests can be defined whoever scientists decide they are because markers are just atp combos i e nothing like kike or irish written on them it all about some opinion of history also anyone can convert to phariseeism and <number> <number> of israel is russian for example could just be anti nig,dna test defined whoever scientist decide marker atp combo nothing like kike irish written opinion history also anyone convert phariseeism number number israel russian example could anti nig,General,train,15455648_gab
white boy anyway seems like this was the mythical black unicorn living in a house with his woman and their own kids now thanks to the beaner lopez where are americans going to find another black unicorn,white boy anyway seems like mythical black unicorn living house woman kid thanks beaner lopez american going find another black unicorn,African,train,26895042_gab
hitler made numerous peace offers but uk churchill ignored them did you know that kike puppet,hitler made numerous peace offer churchill ignored know kike puppet,General,train,12582904_gab
non aussies calling blacks coons isnt cricket get back in your place you retards,non aussie calling black coon isnt cricket get back place retard,African,train,1117676869027975169_twitter
he will end up getting cuckolded by a horse and his chink waifu,end getting cuckolded horse chink waifu,Asian,train,13298344_gab
did yah see dat nigger bich shitting in da macdonald an throwin her shit da employees,yah see dat nigger bich shitting macdonald throwin shit employee,African,train,25813894_gab
<user> i prefer allah as well praise b2 allah after all allah accepts bitcoin god only accepts kike money end the fed,user prefer allah well praise allah allah accepts bitcoin god accepts kike money end fed,General,train,2000298_gab
post is proof that negros are retards side note nas is one of the worst pop rappers in history really says a lot about you is it rough being a negro with no taste in music,post proof negro retard side note na one worst pop rapper history really say lot rough negro taste music,African,train,15446164_gab
if we send all the negroes to liberia as that negro claimed to desire would you be willing to go run the place for them,send negro liberia negro claimed desire would willing run place,African,train,13215071_gab
philippines is over <percent> moslem and marilou danley has a southern mindanao face they will not release her maiden name someone needs to search flip media for it because they will find it before western kike media,philippine percent moslem marilou danley southern mindanao face release maiden name someone need search flip medium find western kike medium,General,train,12914760_gab
no that real inside job though nothing to do with raghead terrorists <number> <number> madrid bali all those real but carried out by our govts starting with boston marathon they switched to just hoaxing them no grieving mums to deal with a world easier,real inside job though nothing raghead terrorist number number madrid bali real carried govts starting boston marathon switched hoaxing grieving mum deal world easier,Muslim/Arab,train,19374489_gab
smiling after such a tragedy our country is truly sick fuckin spic shooters,smiling tragedy country truly sick fuckin spic shooter,Hispanic,train,20121549_gab
president trump should not recieve kike netanyahu either and should not acknowledge israel as a country either and should exterminate all jews as well,president trump recieve kike netanyahu either acknowledge israel country either exterminate jew well,Jewish,train,4650392_gab
i worked in puerto rico for the navy on off ten years mixing hispanic with black gives you exactly the sort of low agency <number> <number> iq barrio ghetto chaotic gibsmedat shit show you would expect,worked puerto rico navy ten year mixing hispanic black give exactly sort low agency number number barrio ghetto chaotic gibsmedat shit show would expect,Hispanic,train,11695840_gab
good night fuck niggers and fuck kikes,good night fuck nigger fuck kike,African,train,14948289_gab
why are brits all nigger lovers,brit nigger lover,African,train,16171813_gab
imma visit you with a tupac shirt with a bulletproof vest underneath and talk all ghetto and hiet imma call maself tyrone and see if you pop me playboi if i survive the ordeal i will mail the tape to just for laughs,imma visit tupac shirt bulletproof vest underneath talk ghetto hiet imma call maself tyrone see pop playboi survive ordeal mail tape laugh,General,train,17620607_gab
lol no roses in filthy chicago city now just a rich ghetto,lol rose filthy chicago city rich ghetto,General,train,18465910_gab
you said fake news faggot it clearly not whether it old has no bearing on niggers being niggers nine years or ninety they are still retarded af and that shit was hilarious,said fake news faggot clearly whether old bearing nigger nigger nine year ninety still retarded shit hilarious,African,train,17577402_gab
i ain ’ t even gone speak on it just know niggas ain ’ t who they claim to be on this social media shit,even gone speak know nigga claim social medium shit,African,train,1164945865603211264_twitter
your memes are shit you can only call someone a kike and that it,meme shit call someone kike,General,train,15554540_gab
can e g asians only code in unicode due to the symbols if not how are they handling ascii,asian code unicode due symbol handling ascii,Asian,train,22090260_gab
<user> that angry white man looks exactly like every nazi on film ever lmao,user angry white man look exactly like every nazi film ever lmao,White,train,1178883137335693312_twitter
easy solution castrate every sand nigger that commits violent crime,easy solution castrate every sand nigger commits violent crime,African,train,24556547_gab
<user> <user> lets keep spamming ching chong so we can see this buffoon exploit the definition of racism,user user let keep spamming ching chong see buffoon exploit definition racism,General,train,1177972795613024256_twitter
some kike shit right here,kike shit right,General,train,22020477_gab
every black men women and children in america should want this women dead lifetime membership in the kk mohammedan obama and hillary treated blacks worse than black muslim slavers ever have done for <number> yrs,every black men woman child america want woman dead lifetime membership mohammedan obama hillary treated black worse black muslim slaver ever done number yr,African,train,24398768_gab
<user> nice job towel head,user nice job towel head,General,train,1161526681557000192_twitter
youre upset that fashy men think youre a disgusting shitskin you take a shower yet i can smell your paki stench from here,youre upset fashy men think youre disgusting shitskin take shower yet smell paki stench,General,train,17740939_gab
<user> fuck that gay ass bitch nigger,user fuck gay as bitch nigger,African,train,1146298963089379329_twitter
wonderful idea syrian refugees living here in the uk will love to be trained in bomb disposal to enable them to re establish their life in their homeland,wonderful idea syrian refugee living love trained bomb disposal enable establish life homeland,General,train,13651336_gab
<user> thanks pookynana i appreciate your company too your posts are rockin good and you have been kind to me since i began on gab do not misunderstand though i seen you bring ghetto damn girl to the table and thats part of your awesome,user thanks pookynana appreciate company post rockin good kind since began gab misunderstand though seen bring ghetto damn girl table thats part awesome,General,train,2194887_gab
